Pruned_Heads,Accuracy
0,0.9973
1,0.9983333333333333
2,0.9983333333333333
3,0.9983333333333333
4,0.9983333333333333
5,0.9983333333333333
6,0.9983333333333333
7,0.9986666666666667
8,0.9986666666666667
9,0.9986666666666667
10,0.9983333333333333
11,0.9983333333333333
12,0.9983333333333333
13,0.9983333333333333
14,0.9983333333333333
15,0.9983333333333333
16,0.9983333333333333
17,0.9983333333333333
18,0.9983333333333333
19,0.9983333333333333
20,0.9983333333333333
21,0.9983333333333333
22,0.9983333333333333
23,0.9983333333333333
24,0.9953333333333333
25,0.9953333333333333
26,0.9953333333333333
27,0.9953333333333333
28,0.995
29,0.995
30,0.9946666666666667
31,0.9946666666666667
32,0.9946666666666667
33,0.9946666666666667
34,0.9946666666666667
35,0.9946666666666667
36,0.9946666666666667
37,0.995
38,0.9946666666666667
39,0.9946666666666667
40,0.9946666666666667
41,0.9946666666666667
42,0.9946666666666667
43,0.9946666666666667
44,0.9946666666666667
45,0.9946666666666667
46,0.9896666666666667
47,0.989
48,0.989
49,0.989
50,0.989
51,0.989
52,0.989
53,0.989
54,0.989
55,0.9903333333333333
56,0.9906666666666667
57,0.9903333333333333
58,0.991
59,0.9913333333333333
60,0.9913333333333333
61,0.9913333333333333
62,0.991
63,0.991
64,0.9913333333333333
65,0.993
66,0.9926666666666667
67,0.9916666666666667
68,0.9916666666666667
69,0.9913333333333333
70,0.9916666666666667
71,0.99
72,0.989
73,0.9886666666666667
74,0.9883333333333333
75,0.985
76,0.9853333333333333
77,0.9836666666666667
78,0.982
79,0.9793333333333333
80,0.9803333333333333
81,0.979
82,0.9766666666666667
83,0.9786666666666667
84,0.9306666666666666
85,0.9276666666666666
86,0.925
87,0.9256666666666666
88,0.934
89,0.936
90,0.933
91,0.9316666666666666
92,0.9103333333333333
93,0.9066666666666666
94,0.9036666666666666
95,0.9056666666666666
96,0.904
97,0.9046666666666666
98,0.9066666666666666
99,0.905
100,0.9086666666666666
101,0.905
102,0.9086666666666666
103,0.9076666666666666
104,0.9096666666666666
105,0.9096666666666666
106,0.8683333333333333
107,0.862
108,0.855
109,0.8416666666666667
110,0.8393333333333334
111,0.8326666666666667
112,0.7846666666666666
113,0.7806666666666666
114,0.7876666666666666
115,0.787
116,0.7856666666666666
117,0.7926666666666666
118,0.798
119,0.7753333333333333
120,0.7656666666666667
121,0.7793333333333333
122,0.7766666666666666
123,0.7273333333333334
124,0.7166666666666667
125,0.6326666666666667
126,0.635
127,0.655
128,0.7103333333333334
129,0.6496666666666666
130,0.668
131,0.6563333333333333
132,0.6603333333333333
133,0.6343333333333333
134,0.5863333333333334
135,0.5513333333333333
136,0.45666666666666667
137,0.24
138,0.14333333333333334
139,0.07366666666666667
140,0.075
141,0.07166666666666667
142,0.052
143,0.052
144,0.052
